timestamp_sec,model_name,phase,frequency_mhz,power_w,junction_temp_c
14.14,Idle,-1,600,0.216,30.532
14.15,Qwen-1.8B,1,2400,6.038,30.53
14.16,Qwen-1.8B,1,2400,6.036,30.529
14.17,Qwen-1.8B,1,2400,6.047,30.53
14.18,Qwen-1.8B,1,2400,5.916,30.529
14.19,Qwen-1.8B,1,2400,6.062,30.532
14.2,Qwen-1.8B,1,2400,6.101,30.536
14.21,Qwen-1.8B,1,2400,6.161,30.54
14.22,Qwen-1.8B,1,2400,5.935,30.539
14.23,Qwen-1.8B,1,2400,5.957,30.541
14.24,Qwen-1.8B,1,2400,5.952,30.54
14.25,Qwen-1.8B,1,2400,5.987,30.541
14.26,Qwen-1.8B,1,2400,6.041,30.544
14.27,Qwen-1.8B,1,2400,6.012,30.549
14.28,Qwen-1.8B,1,2400,5.987,30.55
14.29,Qwen-1.8B,1,2400,5.976,30.55
14.3,Qwen-1.8B,1,2400,5.991,30.553
14.31,Qwen-1.8B,1,2400,5.833,30.547
14.32,Qwen-1.8B,1,2400,6.022,30.548
14.33,Qwen-1.8B,1,2400,5.922,30.549
14.34,Qwen-1.8B,1,2400,5.84,30.549
14.35,Qwen-1.8B,1,2400,6.043,30.55
14.36,Qwen-1.8B,1,2400,6.024,30.55
14.37,Qwen-1.8B,1,2400,5.914,30.551
14.38,Qwen-1.8B,1,2400,5.788,30.551
14.39,Qwen-1.8B,1,2400,6.004,30.551
14.4,Qwen-1.8B,1,2400,6.01,30.551
14.41,Qwen-1.8B,1,2400,6.069,30.554
14.42,Qwen-1.8B,1,2400,5.951,30.553
14.43,Qwen-1.8B,1,2400,6.094,30.552
14.44,Qwen-1.8B,1,2400,5.953,30.552
14.45,Qwen-1.8B,1,2400,5.889,30.551
14.46,Qwen-1.8B,1,2400,6.065,30.554
14.47,Qwen-1.8B,1,2400,5.969,30.555
14.48,Qwen-1.8B,1,2400,6.083,30.554
14.49,Qwen-1.8B,1,2400,5.957,30.551
14.5,Qwen-1.8B,1,2400,6.022,30.554
14.51,Qwen-1.8B,1,2400,6.052,30.555
14.52,Qwen-1.8B,1,2400,6.235,30.556
14.53,Qwen-1.8B,1,2400,5.934,30.556
14.54,Qwen-1.8B,1,2400,5.999,30.556
14.55,Qwen-1.8B,1,2400,6.042,30.56
14.56,Qwen-1.8B,1,2400,6.043,30.56
14.57,Qwen-1.8B,1,2400,5.933,30.563
14.58,Qwen-1.8B,1,2400,5.922,30.56
14.59,Qwen-1.8B,1,2400,5.975,30.561
14.6,Qwen-1.8B,1,2400,5.879,30.562
14.61,Qwen-1.8B,1,2400,6.13,30.561
14.62,Qwen-1.8B,1,2400,5.998,30.557
14.63,Qwen-1.8B,1,2400,6.136,30.558
14.64,Qwen-1.8B,1,2400,5.966,30.559
14.65,Qwen-1.8B,1,2400,5.993,30.56
14.66,Qwen-1.8B,1,2400,5.944,30.563
14.67,Qwen-1.8B,1,2400,5.956,30.562
14.68,Qwen-1.8B,1,2400,6.061,30.561
14.69,Qwen-1.8B,1,2400,6.021,30.56
14.7,Qwen-1.8B,1,2400,6.046,30.564
14.71,Qwen-1.8B,1,2400,6.019,30.563
14.72,Qwen-1.8B,1,2400,6.093,30.564
14.73,Qwen-1.8B,1,2400,5.994,30.564
14.74,Qwen-1.8B,1,2400,6.044,30.566
14.75,Qwen-1.8B,1,2400,5.83,30.561
14.76,Qwen-1.8B,1,2400,5.795,30.56
14.77,Qwen-1.8B,1,2400,6.022,30.561
14.78,Qwen-1.8B,1,2400,6.032,30.56
14.79,Qwen-1.8B,1,2400,6.037,30.564
14.8,Qwen-1.8B,1,2400,5.881,30.563
14.81,Qwen-1.8B,1,2400,6.019,30.564
14.82,Qwen-1.8B,1,2400,5.944,30.563
14.83,Qwen-1.8B,1,2400,5.911,30.566
14.84,Qwen-1.8B,1,2400,6.0,30.565
14.85,Qwen-1.8B,1,2400,6.044,30.565
14.86,Qwen-1.8B,1,2400,6.02,30.565
14.87,Qwen-1.8B,1,2400,6.032,30.567
14.88,Qwen-1.8B,1,2400,6.055,30.57
14.89,Qwen-1.8B,1,2400,6.02,30.576
14.9,Qwen-1.8B,1,2400,5.891,30.577
14.91,Qwen-1.8B,1,2400,5.942,30.579
14.92,Qwen-1.8B,1,2400,6.025,30.578
14.93,Qwen-1.8B,1,2400,5.885,30.579
14.94,Qwen-1.8B,1,2400,6.013,30.58
14.95,Qwen-1.8B,1,2400,5.981,30.582
14.96,Qwen-1.8B,1,2400,6.118,30.583
14.97,Qwen-1.8B,1,2400,5.986,30.585
14.98,Qwen-1.8B,1,2400,5.99,30.584
14.99,Qwen-1.8B,1,2400,6.13,30.584
15.0,Qwen-1.8B,1,2400,6.1,30.586
15.01,Qwen-1.8B,1,2400,5.93,30.583
15.02,Qwen-1.8B,1,2400,6.02,30.584
15.03,Qwen-1.8B,1,2400,5.953,30.584
15.04,Qwen-1.8B,1,2400,6.017,30.586
15.05,Qwen-1.8B,1,2400,6.047,30.59
15.06,Qwen-1.8B,1,2400,5.96,30.591
15.07,Qwen-1.8B,1,2400,5.953,30.592
15.08,Qwen-1.8B,1,2400,6.056,30.593
15.09,Qwen-1.8B,1,2400,5.839,30.593
15.1,Qwen-1.8B,1,2400,5.841,30.594
15.11,Qwen-1.8B,1,2400,6.042,30.596
15.12,Qwen-1.8B,1,2400,6.039,30.599
15.13,Qwen-1.8B,1,2400,5.969,30.595
15.14,Qwen-1.8B,1,2400,5.87,30.598
15.15,Qwen-1.8B,1,2400,5.977,30.596
15.16,Qwen-1.8B,1,2400,6.115,30.592
15.17,Qwen-1.8B,1,2400,6.007,30.593
15.18,Qwen-1.8B,1,2400,5.967,30.594
15.19,Qwen-1.8B,1,2400,6.001,30.594
15.2,Qwen-1.8B,1,2400,6.078,30.593
15.21,Qwen-1.8B,1,2400,5.992,30.593
15.22,Qwen-1.8B,1,2400,5.889,30.594
15.23,Qwen-1.8B,1,2400,6.032,30.596
15.24,Qwen-1.8B,1,2400,5.927,30.594
15.25,Qwen-1.8B,1,2400,6.052,30.596
15.26,Qwen-1.8B,1,2400,6.169,30.595
15.27,Qwen-1.8B,1,2400,5.964,30.593
15.28,Qwen-1.8B,1,2400,6.011,30.596
15.29,Qwen-1.8B,1,2400,5.997,30.595
15.3,Qwen-1.8B,1,2400,6.039,30.594
15.31,Qwen-1.8B,1,2400,6.042,30.594
15.32,Qwen-1.8B,1,2400,6.133,30.595
15.33,Qwen-1.8B,1,2400,6.006,30.592
15.34,Qwen-1.8B,1,2400,6.036,30.591
15.35,Qwen-1.8B,1,2400,5.947,30.592
15.36,Qwen-1.8B,1,2400,6.001,30.591
15.37,Qwen-1.8B,1,2400,6.035,30.595
15.38,Qwen-1.8B,1,2400,5.822,30.596
15.39,Qwen-1.8B,1,2400,5.989,30.598
15.4,Qwen-1.8B,1,2400,5.993,30.602
15.41,Qwen-1.8B,1,2400,5.911,30.602
15.42,Qwen-1.8B,1,2400,5.864,30.601
15.43,Qwen-1.8B,1,2400,5.954,30.602
15.44,Qwen-1.8B,1,2400,5.953,30.605
15.45,Qwen-1.8B,1,2400,5.954,30.605
15.46,Qwen-1.8B,1,2400,5.918,30.608
15.47,Qwen-1.8B,1,2400,5.935,30.609
15.48,Qwen-1.8B,1,2400,6.16,30.608
15.49,Qwen-1.8B,1,2400,5.876,30.607
15.5,Qwen-1.8B,1,2400,6.131,30.612
15.51,Qwen-1.8B,1,2400,5.856,30.614
15.52,Qwen-1.8B,1,2400,6.066,30.612
15.53,Qwen-1.8B,0,2400,4.334,30.611
15.54,Qwen-1.8B,0,2400,4.454,30.609
15.55,Qwen-1.8B,0,2400,4.424,30.606
15.56,Qwen-1.8B,0,2400,4.566,30.608
15.57,Qwen-1.8B,0,2400,4.457,30.608
15.58,Qwen-1.8B,0,2400,4.614,30.61
15.59,Qwen-1.8B,0,2400,4.621,30.612
15.6,Qwen-1.8B,0,2400,4.44,30.614
15.61,Qwen-1.8B,0,2400,4.519,30.614
15.62,Qwen-1.8B,0,2400,4.413,30.611
15.63,Qwen-1.8B,0,2400,4.583,30.611
15.64,Qwen-1.8B,0,2400,4.303,30.612
15.65,Qwen-1.8B,0,2400,4.438,30.613
15.66,Qwen-1.8B,0,2400,4.5,30.615
15.67,Qwen-1.8B,0,2400,4.505,30.614
15.68,Qwen-1.8B,0,2400,4.52,30.618
15.69,Qwen-1.8B,0,2400,4.539,30.621
15.7,Qwen-1.8B,0,2400,4.513,30.624
15.71,Qwen-1.8B,0,2400,4.379,30.624
15.72,Qwen-1.8B,0,2400,4.635,30.62
15.73,Qwen-1.8B,0,2400,4.401,30.62
15.74,Qwen-1.8B,0,2400,4.469,30.621
15.75,Qwen-1.8B,0,2400,4.614,30.626
15.76,Qwen-1.8B,0,2400,4.484,30.632
15.77,Qwen-1.8B,0,2400,4.49,30.636
15.78,Qwen-1.8B,0,2400,4.575,30.637
15.79,Qwen-1.8B,0,2400,4.412,30.637
15.8,Qwen-1.8B,0,2400,4.503,30.64
15.81,Qwen-1.8B,0,2400,4.542,30.64
15.82,Qwen-1.8B,0,2400,4.434,30.64
15.83,Qwen-1.8B,0,2400,4.508,30.639
15.84,Qwen-1.8B,0,2400,4.461,30.641
15.85,Qwen-1.8B,0,2400,4.407,30.644
15.86,Qwen-1.8B,0,2400,4.471,30.645
15.87,Qwen-1.8B,0,2400,4.508,30.645
15.88,Qwen-1.8B,0,2400,4.489,30.645
15.89,Qwen-1.8B,0,2400,4.43,30.646
15.9,Qwen-1.8B,0,2400,4.395,30.647
15.91,Qwen-1.8B,0,2400,4.464,30.648
15.92,Qwen-1.8B,0,2400,4.456,30.647
15.93,Qwen-1.8B,0,2400,4.408,30.649
15.94,Qwen-1.8B,0,2400,4.436,30.651
15.95,Qwen-1.8B,0,2400,4.507,30.648
15.96,Qwen-1.8B,0,2400,4.49,30.649
15.97,Qwen-1.8B,0,2400,4.504,30.65
15.98,Qwen-1.8B,0,2400,4.427,30.652
15.99,Qwen-1.8B,0,2400,4.369,30.648
16.0,Qwen-1.8B,0,2400,4.521,30.651
16.01,Qwen-1.8B,0,2400,4.514,30.652
16.02,Qwen-1.8B,0,2400,4.341,30.648
16.03,Qwen-1.8B,0,2400,4.571,30.649
16.04,Qwen-1.8B,0,2400,4.573,30.65
16.05,Qwen-1.8B,0,2400,4.427,30.651
16.06,Qwen-1.8B,0,2400,4.458,30.652
16.07,Qwen-1.8B,0,2400,4.391,30.653
16.08,Qwen-1.8B,0,2400,4.364,30.651
16.09,Qwen-1.8B,0,2400,4.556,30.65
16.1,Qwen-1.8B,0,2400,4.498,30.651
16.11,Qwen-1.8B,0,2400,4.496,30.652
16.12,Qwen-1.8B,0,2400,4.394,30.652
16.13,Qwen-1.8B,0,2400,4.546,30.652
16.14,Qwen-1.8B,0,2400,4.592,30.656
16.15,Qwen-1.8B,0,2400,4.554,30.66
16.16,Qwen-1.8B,0,2400,4.514,30.662
16.17,Qwen-1.8B,0,2400,4.464,30.662
16.18,Qwen-1.8B,0,2400,4.541,30.664
16.19,Qwen-1.8B,0,2400,4.533,30.665
16.2,Qwen-1.8B,0,2400,4.45,30.666
16.21,Qwen-1.8B,0,2400,4.503,30.669
16.22,Qwen-1.8B,0,2400,4.499,30.669
16.23,Qwen-1.8B,0,2400,4.471,30.665
16.24,Qwen-1.8B,0,2400,4.534,30.665
16.25,Qwen-1.8B,0,2400,4.495,30.665
16.26,Qwen-1.8B,0,2400,4.387,30.669
16.27,Qwen-1.8B,0,2400,4.476,30.672
16.28,Qwen-1.8B,0,2400,4.424,30.669
16.29,Qwen-1.8B,0,2400,4.5,30.666
16.3,Qwen-1.8B,0,2400,4.574,30.669
16.31,Qwen-1.8B,0,2400,4.573,30.669
16.32,Qwen-1.8B,0,2400,4.457,30.671
16.33,Qwen-1.8B,0,2400,4.596,30.67
16.34,Qwen-1.8B,0,2400,4.432,30.672
16.35,Qwen-1.8B,0,2400,4.5,30.669
16.36,Qwen-1.8B,0,2400,4.477,30.669
16.37,Qwen-1.8B,0,2400,4.592,30.669
16.38,Qwen-1.8B,0,2400,4.546,30.67
16.39,Qwen-1.8B,0,2400,4.619,30.672
16.4,Qwen-1.8B,0,2400,4.583,30.673
16.41,Qwen-1.8B,0,2400,4.551,30.676
16.42,Qwen-1.8B,0,2400,4.599,30.679
16.43,Qwen-1.8B,0,2400,4.456,30.682
16.44,Qwen-1.8B,0,2400,4.566,30.68
16.45,Qwen-1.8B,0,2400,4.371,30.681
16.46,Qwen-1.8B,0,2400,4.455,30.685
16.47,Qwen-1.8B,0,2400,4.666,30.686
16.48,Qwen-1.8B,0,2400,4.4,30.685
16.49,Qwen-1.8B,0,2400,4.464,30.687
16.5,Qwen-1.8B,0,2400,4.413,30.687
16.51,Qwen-1.8B,0,2400,4.614,30.686
16.52,Qwen-1.8B,0,2400,4.52,30.69
16.53,Qwen-1.8B,0,2400,4.316,30.689
16.54,Qwen-1.8B,0,2400,4.508,30.69
16.55,Qwen-1.8B,0,2400,4.458,30.688
16.56,Qwen-1.8B,0,2400,4.465,30.687
16.57,Qwen-1.8B,0,2400,4.444,30.687
16.58,Qwen-1.8B,0,2400,4.592,30.684
16.59,Qwen-1.8B,0,2400,4.606,30.685
16.6,Qwen-1.8B,0,2400,4.48,30.688
16.61,Qwen-1.8B,0,2400,4.583,30.687
16.62,Qwen-1.8B,0,2400,4.528,30.686
16.63,Qwen-1.8B,0,2400,4.533,30.686
16.64,Qwen-1.8B,0,2400,4.493,30.687
16.65,Qwen-1.8B,0,2400,4.572,30.69
16.66,Qwen-1.8B,0,2400,4.573,30.691
16.67,Qwen-1.8B,0,2400,4.475,30.696
16.68,Qwen-1.8B,0,2400,4.378,30.695
16.69,Qwen-1.8B,0,2400,4.535,30.698
16.7,Qwen-1.8B,0,2400,4.606,30.698
16.71,Qwen-1.8B,0,2400,4.451,30.699
16.72,Qwen-1.8B,0,2400,4.483,30.695
16.73,Qwen-1.8B,0,2400,4.392,30.698
16.74,Qwen-1.8B,0,2400,4.626,30.699
16.75,Qwen-1.8B,0,2400,4.527,30.702
16.76,Qwen-1.8B,0,2400,4.576,30.699
16.77,Qwen-1.8B,0,2400,4.536,30.702
16.78,Qwen-1.8B,0,2400,4.54,30.702
16.79,Qwen-1.8B,0,2400,4.495,30.702
16.8,Qwen-1.8B,0,2400,4.596,30.701
16.81,Qwen-1.8B,0,2400,4.474,30.698
16.82,Qwen-1.8B,0,2400,4.548,30.696
16.83,Qwen-1.8B,0,2400,4.543,30.695
16.84,Qwen-1.8B,0,2400,4.516,30.693
16.85,Qwen-1.8B,0,2400,4.371,30.695
16.86,Qwen-1.8B,0,2400,4.494,30.694
16.87,Qwen-1.8B,0,2400,4.429,30.696
16.88,Qwen-1.8B,0,2400,4.466,30.696
16.89,Qwen-1.8B,0,2400,4.645,30.697
16.9,Qwen-1.8B,0,2400,4.555,30.698
16.91,Qwen-1.8B,0,2400,4.337,30.697
16.92,Qwen-1.8B,0,2400,4.426,30.699
16.93,Qwen-1.8B,0,2400,4.455,30.706
16.94,Qwen-1.8B,0,2400,4.572,30.707
16.95,Qwen-1.8B,0,2400,4.503,30.707
16.96,Qwen-1.8B,0,2400,4.549,30.708
16.97,Qwen-1.8B,0,2400,4.504,30.703
16.98,Qwen-1.8B,0,2400,4.455,30.708
16.99,Qwen-1.8B,0,2400,4.475,30.707
17.0,Qwen-1.8B,0,2400,4.494,30.708
17.01,Qwen-1.8B,0,2400,4.508,30.71
17.02,Qwen-1.8B,0,2400,4.61,30.708
17.03,Qwen-1.8B,0,2400,4.524,30.708
17.04,Qwen-1.8B,0,2400,4.5,30.705
17.05,Qwen-1.8B,0,2400,4.542,30.707
17.06,Qwen-1.8B,0,2400,4.439,30.712
17.07,Qwen-1.8B,0,2400,4.423,30.713
17.08,Qwen-1.8B,0,2400,4.56,30.712
17.09,Qwen-1.8B,0,2400,4.446,30.715
17.1,Qwen-1.8B,0,2400,4.569,30.709
17.11,Qwen-1.8B,0,2400,4.541,30.711
17.12,Qwen-1.8B,0,2400,4.501,30.709
17.13,Qwen-1.8B,0,2400,4.473,30.705
17.14,Qwen-1.8B,0,2400,4.342,30.704
17.15,Qwen-1.8B,0,2400,4.445,30.703
17.16,Qwen-1.8B,0,2400,4.407,30.702
17.17,Qwen-1.8B,0,2400,4.518,30.702
17.18,Qwen-1.8B,0,2400,4.447,30.704
17.19,Qwen-1.8B,0,2400,4.469,30.703
17.2,Qwen-1.8B,0,2400,4.57,30.705
17.21,Qwen-1.8B,0,2400,4.401,30.705
17.22,Qwen-1.8B,0,2400,4.758,30.706
17.23,Qwen-1.8B,0,2400,4.433,30.702
17.24,Qwen-1.8B,0,2400,4.525,30.701
17.25,Qwen-1.8B,0,2400,4.605,30.701
17.26,Qwen-1.8B,0,2400,4.62,30.702
17.27,Qwen-1.8B,0,2400,4.643,30.702
17.28,Qwen-1.8B,0,2400,4.467,30.701
17.29,Qwen-1.8B,0,2400,4.636,30.703
17.3,Qwen-1.8B,0,2400,4.485,30.704
17.31,Qwen-1.8B,0,2400,4.579,30.704
17.32,Qwen-1.8B,0,2400,4.447,30.701
17.33,Qwen-1.8B,0,2400,4.534,30.7
17.34,Qwen-1.8B,0,2400,4.532,30.702
17.35,Qwen-1.8B,0,2400,4.508,30.705
17.36,Qwen-1.8B,0,2400,4.48,30.702
17.37,Qwen-1.8B,0,2400,4.551,30.7
17.38,Qwen-1.8B,0,2400,4.405,30.703
17.39,Qwen-1.8B,0,2400,4.725,30.701
17.4,Qwen-1.8B,0,2400,4.483,30.7
17.41,Qwen-1.8B,0,2400,4.52,30.701
17.42,Qwen-1.8B,0,2400,4.546,30.7
17.43,Qwen-1.8B,0,2400,4.584,30.705
17.44,Qwen-1.8B,0,2400,4.472,30.7
17.45,Qwen-1.8B,0,2400,4.556,30.7
17.46,Qwen-1.8B,0,2400,4.457,30.701
17.47,Qwen-1.8B,0,2400,4.378,30.707
17.48,Qwen-1.8B,0,2400,4.592,30.709
17.49,Qwen-1.8B,0,2400,4.604,30.71
17.5,Qwen-1.8B,0,2400,4.513,30.711
17.51,Qwen-1.8B,0,2400,4.572,30.708
17.52,Qwen-1.8B,0,2400,4.402,30.711
17.53,Qwen-1.8B,0,2400,4.512,30.712
17.54,Qwen-1.8B,0,2400,4.478,30.712
17.55,Qwen-1.8B,0,2400,4.606,30.714
17.56,Qwen-1.8B,0,2400,4.531,30.711
17.57,Qwen-1.8B,0,2400,4.399,30.709
17.58,Qwen-1.8B,0,2400,4.448,30.709
17.59,Qwen-1.8B,0,2400,4.518,30.708
17.6,Qwen-1.8B,0,2400,4.503,30.707
17.61,Qwen-1.8B,0,2400,4.558,30.707
17.62,Qwen-1.8B,0,2400,4.384,30.704
17.63,Qwen-1.8B,0,2400,4.486,30.707
17.64,Qwen-1.8B,0,2400,4.546,30.706
17.65,Qwen-1.8B,0,2400,4.479,30.707
17.66,Qwen-1.8B,0,2400,4.451,30.706
17.67,Qwen-1.8B,0,2400,4.449,30.706
17.68,Qwen-1.8B,0,2400,4.525,30.706
17.69,Qwen-1.8B,0,2400,4.577,30.706
17.7,Qwen-1.8B,0,2400,4.488,30.706
17.71,Qwen-1.8B,0,2400,4.443,30.704
17.72,Qwen-1.8B,0,2400,4.509,30.704
17.73,Qwen-1.8B,0,2400,4.38,30.706
17.74,Qwen-1.8B,0,2400,4.54,30.707
17.75,Qwen-1.8B,0,2400,4.482,30.709
17.76,Qwen-1.8B,0,2400,4.441,30.709
17.77,Qwen-1.8B,0,2400,4.468,30.706
17.78,Qwen-1.8B,0,2400,4.46,30.707
17.79,Qwen-1.8B,0,2400,4.592,30.707
17.8,Qwen-1.8B,0,2400,4.522,30.706
17.81,Qwen-1.8B,0,2400,4.487,30.708
17.82,Qwen-1.8B,0,2400,4.489,30.705
17.83,Qwen-1.8B,0,2400,4.426,30.705
17.84,Qwen-1.8B,0,2400,4.478,30.707
17.85,Qwen-1.8B,0,2400,4.36,30.71
17.86,Qwen-1.8B,0,2400,4.481,30.71
17.87,Qwen-1.8B,0,2400,4.446,30.709
17.88,Qwen-1.8B,0,2400,4.464,30.711
17.89,Qwen-1.8B,0,2400,4.493,30.712
17.9,Qwen-1.8B,0,2400,4.532,30.715
17.91,Qwen-1.8B,0,2400,4.475,30.717
17.92,Qwen-1.8B,0,2400,4.462,30.718
17.93,Qwen-1.8B,0,2400,4.461,30.717
17.94,Qwen-1.8B,0,2400,4.528,30.718
17.95,Qwen-1.8B,0,2400,4.468,30.719
17.96,Qwen-1.8B,0,2400,4.509,30.721
17.97,Qwen-1.8B,0,2400,4.586,30.72
17.98,Qwen-1.8B,0,2400,4.38,30.721
17.99,Qwen-1.8B,0,2400,4.61,30.72
18.0,Qwen-1.8B,0,2400,4.397,30.716
18.01,Qwen-1.8B,0,2400,4.549,30.718
18.02,Qwen-1.8B,0,2400,4.588,30.722
18.03,Qwen-1.8B,0,2400,4.456,30.727
18.04,Qwen-1.8B,0,2400,4.468,30.728
18.05,Qwen-1.8B,0,2400,4.591,30.729
18.06,Qwen-1.8B,0,2400,4.468,30.732
18.07,Qwen-1.8B,0,2400,4.485,30.734
18.08,Qwen-1.8B,0,2400,4.44,30.734
18.09,Qwen-1.8B,0,2400,4.539,30.734
18.1,Qwen-1.8B,0,2400,4.461,30.736
18.11,Qwen-1.8B,0,2400,4.529,30.736
18.12,Qwen-1.8B,0,2400,4.414,30.736
18.13,Qwen-1.8B,0,2400,4.601,30.738
18.14,Qwen-1.8B,0,2400,4.64,30.738
18.15,Qwen-1.8B,0,2400,4.292,30.741
18.16,Qwen-1.8B,0,2400,4.601,30.741
18.17,Qwen-1.8B,0,2400,4.375,30.742
18.18,Qwen-1.8B,0,2400,4.523,30.738
18.19,Qwen-1.8B,0,2400,4.586,30.74
18.2,Qwen-1.8B,0,2400,4.58,30.74
18.21,Qwen-1.8B,0,2400,4.514,30.738
18.22,Qwen-1.8B,0,2400,4.449,30.74
18.23,Qwen-1.8B,0,2400,4.564,30.741
18.24,Qwen-1.8B,0,2400,4.568,30.744
18.25,Qwen-1.8B,0,2400,4.414,30.744
18.26,Qwen-1.8B,0,2400,4.522,30.749
18.27,Qwen-1.8B,0,2400,4.473,30.751
18.28,Qwen-1.8B,0,2400,4.48,30.755
18.29,Qwen-1.8B,0,2400,4.346,30.758
18.3,Qwen-1.8B,0,2400,4.562,30.756
18.31,Qwen-1.8B,0,2400,4.476,30.755
18.32,Qwen-1.8B,0,2400,4.456,30.755
18.33,Qwen-1.8B,0,2400,4.607,30.757
18.34,Qwen-1.8B,0,2400,4.39,30.756
18.35,Qwen-1.8B,0,2400,4.518,30.754
18.36,Qwen-1.8B,0,2400,4.388,30.751
18.37,Qwen-1.8B,0,2400,4.471,30.749
18.38,Qwen-1.8B,0,2400,4.363,30.754
18.39,Qwen-1.8B,0,2400,4.56,30.755
18.4,Qwen-1.8B,0,2400,4.393,30.757
18.41,Qwen-1.8B,0,2400,4.524,30.76
18.42,Qwen-1.8B,0,2400,4.369,30.759
18.43,Qwen-1.8B,0,2400,4.413,30.756
18.44,Qwen-1.8B,0,2400,4.521,30.76
18.45,Qwen-1.8B,0,2400,4.532,30.76
18.46,Qwen-1.8B,0,2400,4.591,30.758
18.47,Qwen-1.8B,0,2400,4.422,30.758
18.48,Qwen-1.8B,0,2400,4.465,30.756
18.49,Qwen-1.8B,0,2400,4.652,30.755
18.5,Qwen-1.8B,0,2400,4.353,30.755
18.51,Qwen-1.8B,0,2400,4.571,30.757
18.52,Qwen-1.8B,0,2400,4.467,30.761
18.53,Qwen-1.8B,0,2400,4.534,30.763
18.54,Qwen-1.8B,0,2400,4.443,30.765
18.55,Qwen-1.8B,0,2400,4.546,30.769
18.56,Qwen-1.8B,0,2400,4.52,30.769
18.57,Qwen-1.8B,0,2400,4.58,30.767
18.58,Qwen-1.8B,0,2400,4.484,30.769
18.59,Qwen-1.8B,0,2400,4.477,30.766
18.6,Qwen-1.8B,0,2400,4.464,30.768
18.61,Qwen-1.8B,0,2400,4.472,30.768
18.62,Qwen-1.8B,0,2400,4.451,30.769
18.63,Qwen-1.8B,0,2400,4.481,30.768
18.64,Qwen-1.8B,0,2400,4.406,30.769
18.65,Qwen-1.8B,0,2400,4.523,30.765
18.66,Qwen-1.8B,0,2400,4.505,30.763
18.67,Qwen-1.8B,0,2400,4.466,30.766
18.68,Qwen-1.8B,0,2400,4.489,30.766
18.69,Qwen-1.8B,0,2400,4.482,30.763
18.7,Qwen-1.8B,0,2400,4.592,30.765
18.71,Qwen-1.8B,0,2400,4.448,30.765
18.72,Qwen-1.8B,0,2400,4.285,30.767
18.73,Qwen-1.8B,0,2400,4.441,30.77
18.74,Qwen-1.8B,0,2400,4.42,30.769
18.75,Qwen-1.8B,0,2400,4.523,30.771
18.76,Qwen-1.8B,0,2400,4.515,30.772
18.77,Qwen-1.8B,0,2400,4.401,30.772
18.78,Qwen-1.8B,0,2400,4.495,30.769
18.79,Qwen-1.8B,0,2400,4.564,30.768
18.8,Qwen-1.8B,0,2400,4.371,30.766
18.81,Qwen-1.8B,0,2400,4.512,30.767
18.82,Qwen-1.8B,0,2400,4.453,30.769
18.83,Qwen-1.8B,0,2400,4.639,30.767
18.84,Qwen-1.8B,0,2400,4.46,30.768
18.85,Qwen-1.8B,0,2400,4.345,30.771
18.86,Qwen-1.8B,0,2400,4.51,30.772
18.87,Qwen-1.8B,0,2400,4.516,30.77
18.88,Qwen-1.8B,0,2400,4.606,30.772
18.89,Qwen-1.8B,0,2400,4.46,30.77
18.9,Qwen-1.8B,0,2400,4.292,30.768
18.91,Qwen-1.8B,0,2400,4.505,30.77
18.92,Qwen-1.8B,0,2400,4.342,30.771
18.93,Qwen-1.8B,0,2400,4.335,30.768
18.94,Qwen-1.8B,0,2400,4.314,30.764
18.95,Qwen-1.8B,0,2400,4.5,30.764
18.96,Qwen-1.8B,0,2400,4.486,30.763
18.97,Qwen-1.8B,0,2400,4.313,30.765
18.98,Qwen-1.8B,0,2400,4.346,30.766
18.99,Qwen-1.8B,0,2400,4.459,30.767
19.0,Qwen-1.8B,0,2400,4.583,30.769
19.01,Qwen-1.8B,0,2400,4.578,30.77
19.02,Qwen-1.8B,0,2400,4.469,30.773
19.03,Qwen-1.8B,0,2400,4.589,30.772
19.04,Qwen-1.8B,0,2400,4.614,30.772
19.05,Qwen-1.8B,0,2400,4.396,30.772
19.06,Qwen-1.8B,0,2400,4.434,30.774
19.07,Qwen-1.8B,0,2400,4.534,30.775
19.08,Qwen-1.8B,0,2400,4.518,30.775
19.09,Qwen-1.8B,0,2400,4.527,30.772
19.1,Qwen-1.8B,0,2400,4.601,30.77
19.11,Qwen-1.8B,0,2400,4.54,30.772
19.12,Qwen-1.8B,0,2400,4.517,30.774
19.13,Qwen-1.8B,0,2400,4.493,30.771
19.14,Qwen-1.8B,0,2400,4.519,30.771
19.15,Qwen-1.8B,0,2400,4.485,30.769
19.16,Qwen-1.8B,0,2400,4.588,30.767
19.17,Qwen-1.8B,0,2400,4.495,30.767
19.18,Qwen-1.8B,0,2400,4.446,30.769
19.19,Qwen-1.8B,0,2400,4.549,30.773
19.2,Qwen-1.8B,0,2400,4.546,30.776
19.21,Qwen-1.8B,0,2400,4.332,30.777
19.22,Qwen-1.8B,0,2400,4.647,30.778
19.23,Qwen-1.8B,0,2400,4.472,30.779
19.24,Qwen-1.8B,0,2400,4.535,30.78
19.25,Qwen-1.8B,0,2400,4.49,30.777
19.26,Qwen-1.8B,0,2400,4.546,30.777
19.27,Qwen-1.8B,0,2400,4.401,30.778
19.28,Qwen-1.8B,0,2400,4.544,30.777
19.29,Qwen-1.8B,0,2400,4.512,30.776
19.3,Qwen-1.8B,0,2400,4.56,30.775
